商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"【红糖枣糕 白糖桂花糕】桂花清香红糖醇香营养早餐速冻90g*6只装",23.8,15.0%,3.57,已售：6,结束：2025-03-05,,,珍膳良生鲜,4.89,4.48,3.62,2023-04-18 22:02:33.997
"【多彩窝窝头】营养杂粮早晚餐果蔬速冻面食香甜",36.8,15.0%,5.52,已售：5,结束：2025-03-21,,,珍膳良生鲜,4.89,4.48,3.62,2023-04-18 22:02:34.128
"法式黑松露鹅肝 刺身即食朗德鹅肝料理寿司 400-500g/个 过年送礼",298.0,10.0%,29.8,已售：18,结束：2023-06-30,,,艾唯月生鲜,4.44,4.05,4.62,2023-04-18 22:02:34.232
"彦伯厄瓜多尔白虾海捕大虾2030盐冻大虾新鲜虾肉大海鲜虾食用干净",139.0,8.0%,11.12,已售：0,结束：2023-10-31,,,彦伯官方旗舰店,4.96,4.95,4.71,2023-04-18 22:02:34.325
"百食轩 大别山正宗黄油金凤老母鸡2只共4.5-5斤现杀新鲜肉质紧实",198.0,22.0%,43.56,已售：2356,结束：2024-02-29,,,百食轩官方旗舰店,4.77,4.98,4.91,2023-04-18 22:02:34.430
"【花师奶专属】展艺三角披萨半成品多口味芝士拉丝速食早餐披萨",46.8,27.0%,12.64,已售：12,结束：2025-02-28,,,展艺官方旗舰店,4.98,4.95,4.99,2023-04-18 22:02:34.550
"【美好食品】农家酥肉260g*3鸡肉酥肉300g*2酥炸平菇240g-hmdb",94.8,15.0%,14.22,已售：571,结束：2024-03-22,,,美好生鲜旗舰店,4.95,3.67,4.91,2023-04-18 22:02:34.664
"【白糖桂花糕】桂花清香软糯米糕营养早餐速冻90g*6只装 香甜可口",23.8,15.0%,3.57,已售：1,结束：2024-10-05,,,珍膳良生鲜,4.89,4.48,3.62,2023-04-18 22:02:34.763
"食者道吙山石烤肠黑椒脆皮香肠地道热狗肠火腿肠肉肠250g*4袋tz",29.9,17.0%,5.08,已售：0,结束：2023-05-04,,,食者道官方旗舰店,4.84,4.53,4.96,2023-04-18 22:02:34.876
"梁品优选新西兰银蕨农场Reserve系列原切眼肉西冷牛排共720g",288.0,15.0%,43.2,已售：24,结束：2024-01-31,,,梁品优选,4.75,4.43,4.75,2023-04-18 22:02:34.984
"【食者道】炸鸡排冷冻半成品香煎鸡扒鸡胸肉空气炸锅80g*11袋tz",29.9,17.0%,5.08,已售：0,结束：2023-05-04,,,食者道官方旗舰店,4.84,4.53,4.96,2023-04-18 22:02:35.100
"呈丹皮蛋松花蛋20枚1200g湖北无铅工艺溏心松花蛋",39.9,20.0%,7.98,已售：0,结束：2023-06-30,,,呈丹生鲜旗舰店,4.9,4.76,4.68,2023-04-18 22:02:35.257
"【椰奶包】包裹椰蓉儿童学生营养早餐速冻80g*6只装 清新椰香",23.8,15.0%,3.57,已售：583,结束：2023-04-30,,,珍膳良生鲜,4.89,4.48,3.62,2023-04-18 22:02:35.386
"泰国进口奶香椰皇5/6粒装（单果约400g+） 椰奶味浓郁香甜",79.9,8.0%,6.39,已售：0,结束：2023-07-05,,,欢乐果园官方旗舰店,4.85,4.99,4.38,2023-04-18 22:02:35.498
"原海新港海鲜丸子(虾滑海螺蛤蜊墨鱼磷虾章鱼黄花鱼）7包*200g",85.0,20.0%,17.0,已售：0,结束：2023-10-02,,,原海新港生鲜旗舰店,4.92,4.69,4.89,2023-04-18 22:02:35.613
"原海新港【原海新港】 真材实料海鲜粗鱼丸组合装200g/包",99.0,20.0%,19.8,已售：0,结束：2023-10-02,,,原海新港生鲜旗舰店,4.92,4.69,4.89,2023-04-18 22:02:35.715
"原海新港【原海新港】达人专属营养果蔬磷虾饼到手8包120g每包",69.0,20.0%,13.8,已售：0,结束：2023-10-03,,,原海新港生鲜旗舰店,4.92,4.69,4.89,2023-04-18 22:02:35.825
"原海新港【原海新港】达人专属营养方便果蔬磷虾饼到手6包120g",59.0,20.0%,11.8,已售：0,结束：2023-10-02,,,原海新港生鲜旗舰店,4.92,4.69,4.89,2023-04-18 22:02:35.953
"超值~30片老上海葱油饼早餐饼葱花味葱香饼早餐煎饼半成品速食",0.01,18.0%,0.0,已售：44.7万,结束：2023-05-31,7.1万,,万家灯火专营店,4.98,4.86,4.94,2023-04-18 22:02:36.064
"【中农严选】海南金煌芒3/4.5/5/8/9斤农产品食用香甜新鲜黄皮",22.9,15.0%,3.44,已售：0,结束：2023-04-30,,,红石头生鲜旗舰店,4.76,4.99,4.58,2023-04-18 22:02:36.166
"（催熟使用）海南金煌芒果4.5/8斤新鲜水果多仓发货",29.9,20.0%,5.98,已售：0,结束：2023-06-30,,,鲜屯屯生鲜旗舰店,4.99,4.79,3.34,2023-04-18 22:02:36.284
"美萨屋黑椒牛排1*奥尔良鸡肉1鲜香培根1*奶香玉米1披萨4个纯手工",59.9,15.0%,8.98,已售：0,结束：2024-04-30,,,美萨屋披萨,4.77,4.71,4.45,2023-04-18 22:02:36.397
"（催熟使用）海南贵妃芒5/8斤新鲜水果应季红金龙芒果多仓发货",29.9,18.0%,5.38,已售：0,结束：2023-06-30,,,鲜屯屯生鲜旗舰店,4.99,4.79,3.34,2023-04-18 22:02:36.496
"正宗恵和一号贝贝南瓜板栗味粉糯香甜宝宝辅食不粉不糯包赔5斤",49.8,18.0%,8.96,已售：0,结束：2023-04-30,,,乡农往事农业园,4.54,4.77,4.09,2023-04-18 22:02:36.581
"皖南小土鸡青脚麻贵妃鸡芦花鸡公鸡皖西老母鸡 送路损 送的不赔",129.0,10.0%,12.9,已售：0,结束：2026-04-01,,,牧森农场,4.03,4.55,4.63,2023-04-18 22:02:36.669
"【友鱼鲜生】纯手工墨鱼滑150g/包商超餐饮直供新鲜营养墨鱼滑",139.9,15.0%,20.98,已售：0,结束：2023-06-30,,,友鱼鲜生,4.55,4.53,4.31,2023-04-18 22:02:36.777
"【友鱼鲜生】饱满深海金鲳鱼新鲜捕捞鲜活速冻顺丰京东冷链包邮",88.0,15.0%,13.2,已售：0,结束：2023-06-30,,,友鱼鲜生,4.55,4.53,4.31,2023-04-18 22:02:36.862
"【友鱼鲜生】福建风味手工虾卷条鲜美爽口劲道火锅食材400g/盒",139.9,15.0%,20.98,已售：0,结束：2023-06-30,,,友鱼鲜生,4.55,4.53,4.31,2023-04-18 22:02:36.957
"【友鱼鲜生】果蔬虾饼160g/袋营养时蔬早餐鲜虾净含量高虾仁虾饼",109.0,15.0%,16.35,已售：0,结束：2023-06-30,,,友鱼鲜生,4.55,4.53,4.31,2023-04-18 22:02:37.040
"【友鱼鲜生】鲜冻福建东山新鲜海捕鱿鱼头鱿鱼须鱿鱼饱满营养",89.0,15.0%,13.35,已售：0,结束：2023-06-30,,,友鱼鲜生,4.55,4.53,4.31,2023-04-18 22:02:37.125
"栖霞苹果脆甜多汁10斤色泽红润光泽明亮送礼佳品红富士汁多士食用",89.9,10.0%,8.99,已售：0,结束：2023-04-30,,,御鲜水果园,4.5,4.52,4.56,2023-04-18 22:02:37.218
"巴蜀公社川菜芽菜扣肉咸烧白坝坝宴成品懒人速食严选原切川味",59.6,35.0%,20.86,已售：0,结束：2024-04-01,,,高金食品速食旗舰店,4.72,4.84,4.48,2023-04-18 22:02:37.308
"红小厨无淀粉精制午餐肉200g  火锅泡面搭档 方便即食           ",29.9,18.0%,5.38,已售：0,结束：2024-03-28,,,红小厨生鲜旗舰店,4.85,4.93,4.99,2023-04-18 22:02:37.407
"红小厨安格斯原切谷饲肥牛片200g鲜嫩冷冻 嫩滑烤涮 盒装涮烤",149.0,13.0%,19.37,已售：0,结束：2024-03-31,,,红小厨生鲜旗舰店,4.85,4.93,4.99,2023-04-18 22:02:37.510
"【董先生专享】老广味胡椒猪肚鸡加热即食650g/盒*3盒",89.0,20.0%,17.8,已售：1258,结束：2023-06-30,,,极易厨妈美食企业店,4.77,4.67,4.88,2023-04-18 22:02:37.634
"兴发大牧歌精选雪花肥牛片 谷饲肥牛片肥牛卷 肉质鲜嫩肥瘦相间",64.9,15.0%,9.74,已售：0,结束：2024-03-21,,,兴发大牧歌生鲜旗舰店,4.51,4.03,4.69,2023-04-18 22:02:37.740
"拇指黄瓜5斤装玉女黄瓜清脆香甜寿光特产代餐果蔬坏果包赔",21.9,15.0%,3.28,已售：1326,结束：2023-04-30,,,果乐兜生鲜旗舰店,4.43,4.18,3.55,2023-04-18 22:02:37.841
"台湾原产野生乌鱼子至尊版包装300g-400g舌尖上的中国乌鱼籽礼品",1575.0,15.0%,236.25,已售：0,结束：2023-11-01,,,法卡纳小店,4.87,4.78,4.45,2023-04-18 22:02:37.948
"【精九鲜】五香烧鸡-五香俱全，爽口沁心。2斤重小母鸡。（代购）",59.0,10.0%,5.9,已售：0,结束：2023-08-31,,,京九鲜卤味坊,4.6,4.41,4.71,2023-04-18 22:02:38.060
"【精九鲜】食用猪头肉-整片1斤。五香味道，肥而不腻，代购。",29.0,10.0%,2.9,已售：0,结束：2023-08-31,,,京九鲜卤味坊,4.6,4.41,4.71,2023-04-18 22:02:38.167
"【精九鲜】秘制猪舌---食用香味十足，肉质鲜嫩。2只起代购。干净",38.0,10.0%,3.8,已售：0,结束：2023-08-31,,,京九鲜卤味坊,4.6,4.41,4.71,2023-04-18 22:02:38.278
"【精九鲜】食用猪肘子，无油腻，瘦肉多，代购。下饭下酒味道佳。",49.0,10.0%,4.9,已售：0,结束：2023-08-31,,,京九鲜卤味坊,4.6,4.41,4.71,2023-04-18 22:02:38.395
"【精九鲜】五香猪心1斤装，餐饮鲜香厚重，老少皆宜。代购。",29.8,10.0%,2.98,已售：0,结束：2023-08-31,,,京九鲜卤味坊,4.6,4.41,4.71,2023-04-18 22:02:38.494
"褶心褶味手工烧麦锅贴快速早餐网红组合半成品早餐整颗蛋黄半成品",79.9,20.0%,15.98,已售：12,结束：2023-04-30,,,褶心褶味生鲜,4.72,4.66,4.78,2023-04-18 22:02:38.591
"伦晚春橙9斤顺丰包邮大果70-80mm秭归脐橙江边现摘新鲜爆汁甜橙",68.8,15.0%,10.32,已售：1,结束：2023-05-15,,,雅橙,4.57,4.54,4.07,2023-04-18 22:02:38.667
"洛&坊淡干水晶虾皮200克/罐*2  新鲜晒干干净大海",32.9,10.0%,3.29,已售：278,结束：2023-06-01,,,洛&坊生鲜旗舰店,4.84,4.66,4.74,2023-04-18 22:02:38.756
"大船渔家海鲜鲜香燕鲅鱼辽宁特产味美鲜香净含量350克/件 两袋装",39.9,15.0%,5.98,已售：4,结束：2023-04-30,,,大船渔家食品店,4.77,4.77,4.8,2023-04-18 22:02:38.867
"大船渔家免洗海捕鲜香板鱼新鲜鱼肉烧烤生鲜家庭烹饪解冻食用海鲜",59.9,15.0%,8.98,已售：2,结束：2023-04-30,,,大船渔家食品店,4.77,4.77,4.8,2023-04-18 22:02:38.953
"麻辣小龙虾4斤（700g*3）+200g凤尾刀鱼+250g虾尾到手5斤肉质鲜嫩",99.0,15.0%,14.85,已售：0,结束：2023-08-31,,,知境食品店,4.64,4.67,4.72,2023-04-18 22:02:39.037
"【粮庐】五谷粗粮粘豆包【水晶紫米，经典红豆，芝麻板栗】1500g",34.9,23.0%,8.03,已售：0,结束：2024-09-30,,,粮庐食品旗舰店,4.75,4.95,4.4,2023-04-18 22:02:39.123
"DAJIANG/大江【达人专享】大江吮指系列之大江经济实惠礼包鸡肉",59.9,15.0%,8.98,已售：0,结束：2023-09-27,,,大江生鲜旗舰店,4.82,4.84,4.83,2023-04-18 22:02:39.211
"深海墨鱼肠儿童营养早餐爆汁Q弹半成品家常简单懒人做法速食烤肠",109.0,20.0%,21.8,已售：669,结束：2023-06-30,,,食饱饱生鲜旗舰店,4.99,4.88,4.61,2023-04-18 22:02:39.311
"晋泰洋右玉羊肉羊肉串60串18-20g顺丰包邮",129.0,15.0%,19.35,已售：0,结束：2023-04-30,,,山西晋泰洋食品有限公司,4.51,3.84,4.37,2023-04-18 22:02:39.405
"海南应季水果金钻凤梨公司装9斤特大果新鲜食用现采现发礼盒正宗",99.99,15.0%,15.0,已售：0,结束：2023-06-30,,,千家万果园,4.4,4.85,4.67,2023-04-18 22:02:39.507
"速食达网红拉丝大肠头200g*4袋 新鲜大肠头 空气炸锅烤箱烧烤煎制",129.0,20.0%,25.8,已售：0,结束：2024-03-01,,,速食达尚上鲜专卖店,4.84,4.91,4.95,2023-04-18 22:02:39.606
"8斤当季热带海南水果树上熟贵妃芒新鲜水果装空运食用农产品芒果",208.0,15.0%,31.2,已售：0,结束：2023-05-31,,,铁定兴选,4.57,4.45,4.64,2023-04-18 22:02:39.704
"恒益脆皮烧猪整只2.5-3斤成品加热即食广东烤乳猪冷冻【顺丰空运",426.0,10.0%,42.6,已售：0,结束：2023-04-30,,,恒益三易说生鲜专卖店,4.51,4.55,4.78,2023-04-18 22:02:39.811
"速食达白水大肠200g*5袋 9成熟去油率90% 新鲜猪大肠生鲜干净清洗",89.0,23.0%,20.47,已售：8,结束：2024-03-01,,,速食达尚上鲜专卖店,4.84,4.91,4.95,2023-04-18 22:02:39.911
"【粉丝专享】顺丰快递  正宗温县垆土铁棍山药怀山药鲜山药5斤",42.9,22.0%,9.44,已售：29,结束：2023-04-30,,,怀四方严选,4.9,4.96,4.9,2023-04-18 22:02:40.019
"【牛肉丸+牛筋丸】正宗潮汕牛丸双拼新鲜爆汁爽脆实心火锅炒菜",139.0,32.0%,44.48,已售：8,结束：2028-03-25,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:02:40.131
"何师烧烤烤肉烧烤食材7-9人户外套餐烤串串半成品顺丰包邮240肉串",489.0,12.0%,58.68,已售：0,结束：2023-05-31,,,何师烧烤生鲜旗舰店,4.35,4.47,4.54,2023-04-18 22:02:40.233
"何师烧烤烤肉烧烤食材14-18人团建套餐500烤串肉串半成品顺丰包邮",889.0,17.0%,151.13,已售：0,结束：2023-05-31,,,何师烧烤生鲜旗舰店,4.35,4.47,4.54,2023-04-18 22:02:40.345
"絮菓茶金桔百香果柠檬茶2盒畅饮装独立小包装高品质果味水果片",29.9,22.0%,6.58,已售：0,结束：2023-06-30,,,絮菓小茶,4.59,4.54,4.36,2023-04-18 22:02:40.453
"G【千味】葡式蛋挞皮蛋挞液半成品烘焙家用空气炸锅烤箱美食456g",26.9,26.0%,6.99,已售：0,结束：2024-03-31,,,千味央厨官方旗舰店,4.95,3.37,4.63,2023-04-18 22:02:40.530
"【工厂直发 新鲜现做】宁波特产手工水磨细条年糕真空包装软糯Q弹",16.6,20.0%,3.32,已售：4,结束：2023-04-30,,,义茂企业店,4.46,4.27,4.4,2023-04-18 22:02:40.615
"圣女果小黄瓜组合新鲜小番茄西红柿小柿子2斤/3斤/4斤/5斤包邮",24.9,15.0%,3.74,已售：0,结束：2023-04-30,,,果乐兜生鲜旗舰店,4.43,4.18,3.55,2023-04-18 22:02:40.696
"潮汕特产泡鸟梨新鲜水果酸甜甘爽脆甜沙梨/棠梨子水泡鸟梨1斤装",35.8,8.0%,2.86,已售：10,结束：2024-02-08,,,葵丰盛生鲜果蔬供应链,4.23,4.78,4.79,2023-04-18 22:02:40.779
"陶陶居茶楼点心营养早餐速冻冷冻打工人便捷套餐到手6包 顺丰D1",188.0,15.0%,28.2,已售：1,结束：2024-05-31,,,陶陶居旗舰店,4.99,4.94,4.92,2023-04-18 22:02:40.877
"Anjoy/安井【3包】锁鲜装鱼籽包240g*3火锅包丸子鱼丸麻辣烫食材",49.8,15.0%,7.47,已售：6,结束：2024-03-31,,,杰源速冻食品,4.53,4.47,4.43,2023-04-18 22:02:40.960
"Anjoy/安井【3包】龙虾味球240g锁鲜装火锅约10个速冻丸子麻辣烫",49.8,15.0%,7.47,已售：0,结束：2024-03-31,,,杰源速冻食品,4.53,4.47,4.43,2023-04-18 22:02:41.046
"Anjoy/安井【3包】鱼豆腐240g锁鲜装速冻丸子约12个关东煮麻辣烫",49.8,15.0%,7.47,已售：0,结束：2024-03-31,,,杰源速冻食品,4.53,4.47,4.43,2023-04-18 22:02:41.139
"新信合厂家直供五谷喂养鲜鸡蛋蛋白细腻有营养蛋黄绵密醇香口感好",16.9,14.0%,2.37,已售：63,结束：2023-08-31,,,新信合生鲜旗舰店,4.78,4.79,4.4,2023-04-18 22:02:41.228
"&新信合O五谷喂养鲜鸡蛋蛋白细腻营养蛋黄绵密醇香口感好40枚福利",59.9,18.0%,10.78,已售：0,结束：2023-08-31,,,新信合生鲜旗舰店,4.78,4.79,4.4,2023-04-18 22:02:41.333
"特级裙带菜干货苗嫩叶裙带无盐宝宝孕妇儿童无沙免洗免切非盐渍",17.43,20.0%,3.49,已售：0,结束：2024-03-01,,,百鲜惠生鲜,4.42,4.7,4.57,2023-04-18 22:02:41.439
"贝贝南瓜板栗味惠和一号膳食纤维农产品新鲜果蔬3斤老瓜粉糯甜",23.36,20.0%,4.67,已售：0,结束：2024-03-01,,,百鲜惠生鲜,4.42,4.7,4.57,2023-04-18 22:02:41.535
"山东烟台栖霞红富士苹果新鲜当季水果甜脆多汁3斤水果老少皆宜",25.59,20.0%,5.12,已售：0,结束：2024-03-01,,,百鲜惠生鲜,4.42,4.7,4.57,2023-04-18 22:02:41.646
"【粉丝福利】昊锐3袋 真材实料牛杂煲300g/袋 加热即食W",59.9,25.0%,14.98,已售：0,结束：2025-05-21,,,昊锐生鲜旗舰店,4.97,4.87,4.91,2023-04-18 22:02:41.742
"【潮汕猪肚丸猪肉丸】2斤送辣椒酱1瓶 火锅新鲜原味烧烤肉质浓郁",59.0,22.0%,12.98,已售：1,结束：2027-05-22,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:02:41.847
"【潮汕火锅套餐】牛肉丸/墨鱼丸/虾丸/鱼皮饺/猪肚丸/鱼丸250g/袋",89.9,20.0%,17.98,已售：4,结束：2026-06-12,,,潮丸哥生鲜食品店,4.9,4.96,4.94,2023-04-18 22:02:41.952
"【三秋柳岸】刀鱼馄饨192g/袋*4袋共32只传统手工制作",99.9,18.0%,17.98,已售：2,结束：2024-03-21,,,三秋柳岸食品,4.42,4.81,4.33,2023-04-18 22:02:42.056
"正宗烟台白玉黄瓜生吃水果黄瓜凉拌脆甜黄瓜3斤5斤装（送豆瓣酱）",49.8,20.0%,9.96,已售：0,结束：2023-05-31,,,老范儿的小店,4.6,4.84,4.48,2023-04-18 22:02:42.174
"筱熹金汤佛跳墙袋装加热即食营养新鲜海鲜海参鲍鱼酒店预制菜下饭",38.8,20.0%,7.76,已售：0,结束：2023-08-31,,,佛跳墙供应链,4.72,4.6,4.67,2023-04-18 22:03:31.948
"正宗茂名特产白心板栗红薯毛薯甜薯粉头薯粉香番薯白肉薯5斤",31.8,20.0%,6.36,已售：50,结束：2023-12-31,,,正宗茂名特产,4.84,4.69,4.73,2023-04-18 22:03:32.040
"淡干虾皮不添加盐120g/1罐新鲜营养干净",17.6,20.0%,3.52,已售：0,结束：2023-05-31,,,老范儿的小店,4.6,4.84,4.48,2023-04-18 22:03:32.139
"海阳铁皮柿子小草莓柿子2斤酸甜有味孕妇宝辅食籽自然成熟包邮",27.92,20.0%,5.58,已售：0,结束：2023-05-31,,,百鲜惠生鲜,4.42,4.7,4.57,2023-04-18 22:03:32.231
"【5斤装】深山春笋春季新鲜小竹笋 5斤包邮鲜嫩营养爽滑鲜脆冷藏",45.0,10.0%,4.5,已售：1,结束：2023-04-30,,,四季鲜生态农业,4.48,4.6,4.9,2023-04-18 22:03:32.324
"【普罗旺斯西红柿】新鲜应季水果蔬菜 坏果包赔4.5斤",38.8,15.0%,5.82,已售：4,结束：2023-05-31,,,老范儿的小店,4.6,4.84,4.48,2023-04-18 22:03:32.420
"法式红酒蓝莓鹅肝 刺身即食 冰淇淋口感 日料寿司食材 400-500g",298.0,10.0%,29.8,已售：41,结束：2023-06-30,,,艾唯月生鲜,4.44,4.05,4.62,2023-04-18 22:03:32.505
"猪肚鸡煲650g/盒*2送蜜汁鸡对翅1盒 半成品预制菜",79.0,20.0%,15.8,已售：243,结束：2024-03-01,,,一号私厨生鲜旗舰店,4.97,4.79,4.6,2023-04-18 22:03:32.592
"lanmeisi/蓝美斯优选级免洗生蚝刺身 精品贝类优质海鲜高档礼盒装",178.0,16.0%,28.48,已售：20,结束：2023-05-31,,,蓝美斯生蚝,4.44,4.41,4.62,2023-04-18 22:03:32.729
"【红富士苹果】正宗山东烟台红富士皮薄不打蜡新鲜脆甜4.5斤装",39.9,10.0%,3.99,已售：0,结束：2023-05-31,,,老范儿的小店,4.6,4.84,4.48,2023-04-18 22:03:32.833
"【潮汕鲜虾丸】正宗鲜虾丸2斤/4斤送酱料包传统手打肉质新鲜炒菜",78.8,22.0%,17.34,已售：1,结束：2027-05-22,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:03:32.946
"茂名冰淇淋番薯大果5斤9斤一点红红薯新鲜现挖现发(单果7两以上)",27.9,15.0%,4.18,已售：8,结束：2023-04-30,,,鲜乐意生鲜旗舰店,4.17,4.8,4.83,2023-04-18 22:03:33.052
"潍坊水果萝卜青萝卜甜脆水果型4.8-5.2斤新鲜生吃正宗",19.8,20.0%,3.96,已售：4,结束：2023-05-31,,,老范儿的小店,4.6,4.84,4.48,2023-04-18 22:03:33.152
"正宗潮汕黑老萝卜40年珍藏干农家自制咸菜陈年老菜脯腹胀开味500g",167.8,8.0%,13.42,已售：4,结束：2024-02-08,,,葵丰盛生鲜果蔬供应链,4.23,4.78,4.79,2023-04-18 22:03:33.271
"草地牛棒骨 带牛骨髓5斤 网红牛骨髓中段 新鲜 煲汤 烧烤顺丰包邮",37.6,50.0%,18.8,已售：13,结束：2023-04-30,,,浪浪的商品铺子,4.9,4.83,4.94,2023-04-18 22:03:33.386
"精品天祝白牦牛牛棒骨带肉 4斤起拍 半野生散养草膘牛营养高品质",196.0,2.0%,3.92,已售：0,结束：2023-05-31,,,华锐甄选,4.63,4.57,4.73,2023-04-18 22:03:33.511
"东北特产玉米面，苞米面，棒棒面，粗玉米面5斤包邮",25.9,18.0%,4.66,已售：2,结束：2023-05-31,,,肇东市晨彩农产甄选食品经销店的小店个体店,4.66,4.88,4.91,2023-04-18 22:03:33.639
"海南直发大个金煌芒果水果新鲜爆甜多汁8/5/3斤装食用农产品",29.9,20.0%,5.98,已售：0,结束：2023-04-22,,,知境食品店,4.64,4.67,4.72,2023-04-18 22:03:33.767
"【白象】鲜肉包800g+蒸煎饺1000g早餐组合加热即食速冻半成品面点",79.9,26.0%,20.77,已售：2,结束：2023-07-25,,,白象生鲜旗舰店,4.74,4.98,4.89,2023-04-18 22:03:33.900
"【会长粉丝专属】金装手打正宗潮汕牛肉丸肉质爆汁【送粿条+蒜酥",89.9,32.0%,28.77,已售：25,结束：2026-06-27,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:03:34.036
"【白象】包子+烧麦+蒸煎饺营养早餐速食半成品超值组合装加热即食",79.9,27.0%,21.57,已售：0,结束：2023-06-22,,,白象生鲜旗舰店,4.74,4.98,4.89,2023-04-18 22:03:34.161
"【达人专属】正宗潮汕牛肉丸/牛筋丸4斤/6斤送粿条送酱料新鲜爆汁",79.9,25.0%,19.98,已售：4,结束：2024-02-29,,,潮丸哥生鲜食品店,4.9,4.96,4.94,2023-04-18 22:03:34.299
"【面妹·专享】金装手打正宗潮汕牛肉丸肉质实心爆汁【送粿条蒜酥",89.9,32.0%,28.77,已售：94,结束：2026-06-27,,,汕头市潮栩牛肉丸食品商行,4.98,4.98,4.96,2023-04-18 22:03:34.398
"【直播】好好猬虾仁黑猪肉小馄饨速食冷冻云吞方便早餐6盒装90只",79.9,15.0%,11.98,已售：47,结束：2023-12-31,,,好好猬速食旗舰店,4.79,4.79,4.92,2023-04-18 22:03:34.486
"蒜蓉鲜辣椒酱下饭菜调料拌饭神器香辣酱开胃干妈净含量226gZSZY",18.9,25.0%,4.72,已售：1,结束：2023-12-01,,,认领一瓣蒜,4.91,4.99,4.48,2023-04-18 22:03:34.587
"鑫睿厨实惠大礼包1520组合套餐冷冻半成品腌制香煎低脂原切营养",59.9,23.0%,13.78,已售：0,结束：2024-12-31,,,鑫睿厨生鲜旗舰店,4.98,4.96,4.62,2023-04-18 22:03:34.698
"鑫睿厨美味大礼包2580组合套餐冷冻半成品腌制鸡胸肉香煎肉鸡G*",89.9,23.0%,20.68,已售：0,结束：2024-12-31,,,鑫睿厨生鲜旗舰店,4.98,4.96,4.62,2023-04-18 22:03:34.822
"【配酒嗦螺】到手 5袋调味钉螺  吃货网红推荐 下饭配酒零食",124.0,20.0%,24.8,已售：0,结束：2023-04-30,,,荆螺王生鲜旗舰店,4.75,4.57,4.92,2023-04-18 22:03:34.930
"【尝鲜】海产钉螺 到手 4袋 鲜嫩细腻香辣可口 下饭追剧热销零食",99.0,20.0%,19.8,已售：0,结束：2023-04-30,,,荆螺王生鲜旗舰店,4.75,4.57,4.92,2023-04-18 22:03:35.055
"【达人专属】52度良作红薯-薯中贵族板栗红薯3.5斤蜜薯香甜番薯",59.9,20.0%,11.98,已售：2,结束：2026-03-31,,,新发易购,4.26,4.92,4.77,2023-04-18 22:03:35.184
"莴笋干【净含量500G】装",39.9,22.0%,8.78,已售：0,结束：2026-03-31,,,新发易购,4.26,4.92,4.77,2023-04-18 22:03:35.297
"品八鲜【顺丰包邮】渤海湾鲜活现打鲅鱼馅纯鲅鱼肉两斤送一斤新鲜",80.91,32.0%,25.89,已售：1,结束：2024-03-31,,,品八鲜厂家小店,4.43,4.66,4.63,2023-04-18 22:03:35.413
"八仟藻干裙带菜免切免洗无沙出口品质100g*2袋",29.9,25.0%,7.48,已售：0,结束：2023-07-30,,,八仟藻生鲜旗舰店,4.98,4.9,4.56,2023-04-18 22:03:35.524
"八仟藻火锅菜盐渍裙带菜方便速食火锅料理凉拌煲汤食材200g*5袋",27.9,25.0%,6.98,已售：0,结束：2023-11-30,,,八仟藻生鲜旗舰店,4.98,4.9,4.56,2023-04-18 22:03:35.636
"20片葱油饼~正宗老上海葱花饼早餐饼煎饼半成品早餐吃什么",0.01,30.0%,0.0,已售：2.8万,结束：2023-07-31,60,,悦味君生鲜授权企业店,4.92,4.86,4.91,2023-04-18 22:03:35.760
"霍普卤鹅东北林下鹅新鲜整只真空包装分享装美味熟食3斤左右鹅肉",108.0,15.0%,16.2,已售：0,结束：2023-06-30,,,希望优选企业店,4.87,4.96,4.71,2023-04-18 22:03:35.879
"进口原切高端牛排 阿根廷眼肉 安格斯谷饲雪花牛扒纯牛肉200gX8片",108.0,5.0%,5.4,已售：4,结束：2023-09-17,,,致尚食品,4.75,4.67,4.7,2023-04-18 22:03:36.016
"【主播推荐】正宗糯米肉肠脆皮烤肠香肠地道糯米肠热狗肠非即食",4.43,15.0%,0.66,已售：0,结束：2024-06-30,,,星了个星企业店,4.83,4.47,4.15,2023-04-18 22:03:36.153
"DAJIANG/大江【工厂直销】奥尔良风味套餐送烤鸡",99.9,21.0%,20.98,已售：0,结束：2023-06-23,,,大江生鲜旗舰店,4.82,4.84,4.83,2023-04-18 22:03:36.291
"DAJIANG/大江【工厂直销】香辣藤椒翅根组合送鸡排",79.9,21.0%,16.78,已售：0,结束：2023-06-24,,,大江生鲜旗舰店,4.82,4.84,4.83,2023-04-18 22:03:36.441
"蔚鲜来 葱油饼900g（10片装）*2袋  LM3",29.9,21.0%,6.28,已售：0,结束：2026-03-29,,,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 22:03:36.597
"蔚鲜来 梅干菜饼900g（10片装）*2袋 LM3",29.9,21.0%,6.28,已售：0,结束：2026-03-29,,,云鼎轩生鲜旗舰店,4.98,4.97,4.62,2023-04-18 22:03:36.750
