商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"开饵盒拉饵盒全磁拉饵盘饵料盒拉饵盘路亚饵盒拉饵盘全磁钓鱼饵盒",14.0,20.0%,2.8,已售：13,结束：2023-09-14,,,固安耀鹏渔具用品经营部的小店个体店,4.9,4.86,4.46,2023-04-18 21:21:30.490
"创意浮雕复古煤油打火机金属打火机四大神兽个性打火机",15.9,15.0%,2.38,已售：156,结束：2025-04-30,,,省老钱了日用百货,4.83,4.59,4.85,2023-04-18 21:21:30.580
"饵路亚仿真香味浮水软胶玉米粒假饵软玉米颗粒淡水通用台钓拟热",8.8,15.0%,1.32,已售：2,结束：2023-06-30,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:21:30.660
"野餐用品春游野餐垫可折叠户外露营野餐垫加厚便携防水防潮垫",9.5,30.0%,2.85,已售：14,结束：2023-12-31,,,晟煊严选优品,4.82,4.94,4.94,2023-04-18 21:21:30.727
"（袋装100根）韩版发圈橡皮筋女韩版扎马尾头绳颜色随机弹力无缝",9.9,30.0%,2.97,已售：3,结束：2024-03-01,,,黎明百货好物,4.81,4.9,4.82,2023-04-18 21:21:30.799
"男女学生塑料杯运动便携水杯情侣防摔杯子ins茶杯泡茶家用防爆",12.0,20.0%,2.4,已售：3,结束：2023-04-30,,,野云优选,4.47,4.65,4.71,2023-04-18 21:21:30.878
"【钢丝跳绳 6.9元】负重钢丝轴承跳绳中考竞技训练健身体育用品",6.9,15.0%,1.04,已售：11,结束：2024-03-10,,,靓丽精选个体店,4.98,4.87,4.9,2023-04-18 21:21:30.951
"翘嘴路亚饵米诺浮水沉水响珠潜水野钓淡水鲈鱼红尾假饵鳡鱼06",3.5,15.0%,0.52,已售：9,结束：2023-08-31,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:21:31.022
"矶钓盒装配重铅坠 路亚铅盒盒装咬铅配重铅盒装铅坠盒装铅盒方便",12.5,10.0%,1.25,已售：115,结束：2024-02-01,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:21:31.099
"兔蛙路亚假饵亮片双钩雷蛙5.4g_4.5cm改装雷蛙假饵钓鱼黑鱼诱饵",3.9,15.0%,0.58,已售：6,结束：2023-06-30,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:21:31.182
"珊瑚绒毛巾成人加厚速干洗脸巾柔软面巾加大简约裹巾擦手酒店日用",11.8,25.0%,2.95,已售：2,结束：2023-04-30,,,菲你茉属精选,4.51,4.53,4.28,2023-04-18 21:21:31.265
"网红户外烧烤炉便携小型户外野餐家用懒人木炭烧烤架烧烤炉",6.99,18.0%,1.26,已售：86,结束：2025-03-30,2,,栢升厨具,4.91,4.61,4.49,2023-04-18 21:21:31.345
"鱼网虾笼捕鱼笼自动折叠伞笼抓黄鳝笼捕虾网工具渔具捉龙虾网渔网",15.9,15.0%,2.38,已售：0,结束：2023-12-31,,,格来德,4.15,4.78,4.88,2023-04-18 21:21:31.431
"亮片雷蛙套装改装亮片蛙远投淡水黑鱼利器路亚饵仿生青蛙鱼钩",2.5,10.0%,0.25,已售：142,结束：2024-02-01,2,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:21:31.518
"【织迹】新升级款国潮压缩毛巾出差携带方便30*60加厚压缩大毛巾",9.9,30.0%,2.97,已售：203,结束：2023-05-31,1,,木瑄精选,4.92,4.84,4.96,2023-04-18 21:21:31.604
"黑色蝴蝶结头箍高级感网红洗脸发带简约百搭外出高颅顶发箍",9.9,15.0%,1.48,已售：28,结束：2024-02-29,,,哚维电子商务商行,4.9,4.96,4.62,2023-04-18 21:21:31.695
"高回弹枕头芯套装一个枕头单人成人护颈枕芯家用头枕丝绒学生宿舍",9.9,13.0%,1.29,已售：513,结束：2023-12-31,,,井晨优品,4.74,4.99,4.93,2023-04-18 21:21:31.782
"【拍一发2双】时尚男女可触屏冬季加厚保暖针织手套情侣骑行防寒 ",9.9,10.0%,0.99,已售：6909,结束：2023-10-31,3,,哚雅电子商务商行,4.96,4.95,4.79,2023-04-18 21:21:31.874
"开肩美背8字拉力器瑜伽健身练背拉伸运动器材背部训练八字拉力绳",3.0,32.0%,0.96,已售：623,结束：2023-08-31,4,,大白户外供应链个体店,4.98,4.99,4.9,2023-04-18 21:21:31.967
"361°跳绳减肥运动专用女生绳子成年人儿童专用跳绳中考竞速跳绳",18.9,15.0%,2.84,已售：35,结束：2023-10-25,1,,361°体育专卖店,4.82,3.59,4.92,2023-04-18 21:21:32.060
"高品质户外装备野营生存打火棒镁块带长方体镁棒方便耐用耐高温",4.9,11.0%,0.54,已售：58,结束：2023-04-30,,,户外露营指南,4.99,4.9,4.58,2023-04-18 21:21:32.147
"福利男女款防晒帽夏防紫外线大帽檐沙滩遮阳帽女骑车遮脸太阳帽子",9.9,14.0%,1.39,已售：1,结束：2024-05-03,,,星脉,4.94,4.82,4.93,2023-04-18 21:21:32.230
"【云南白药】旅行家用套装碘伏应急包伤口防水擦伤防护棉棒急救",18.61,10.0%,1.86,已售：1,结束：2024-04-30,,,云南白药 泰邦 TB官方旗舰店,4.99,4.48,4.96,2023-04-18 21:21:32.298
"批发路亚饵改装蛙毒箭雷蛙仿生饵13克6厘米黑鱼饵上扬血槽钩雷蛙",6.5,10.0%,0.65,已售：16,结束：2023-08-31,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:21:32.365
"【拍一发四】新款麦穗亚克力发夹盘发抓夹鲨鱼夹头饰发卡",9.9,20.0%,1.98,已售：1,结束：2023-12-31,,,三分月色家居,4.47,3.55,4.44,2023-04-18 21:21:32.439
"夏季防晒3件套帽子眼镜冰袖SPORT运动棒球帽遮阳户外韩版百搭骑行",9.9,20.0%,1.98,已售：0,结束：2024-03-31,,,亿佰万精品,4.79,4.99,4.83,2023-04-18 21:21:32.522
"【宠粉福利】夏季一次性鞋垫女士薄款男士吸汗卫生透气纸骑行鞋垫",7.99,10.0%,0.8,已售：2,结束：2024-03-31,,,好生活家百,4.73,4.89,4.45,2023-04-18 21:21:32.597
"去黑去黄清洁口气亮齿洁净美白护齿舒适改善黄牙渍益生菌牙膏120g",6.9,10.0%,0.69,已售：10,结束：2023-06-30,,,娟子好物商城,4.53,4.37,4.71,2023-04-18 21:21:32.671
"八爪钩钓组八代鱿鱼钩副钩钓八稍钩章鱼钩钓组厂家直销八带鱼串钩",15.8,10.0%,1.58,已售：23,结束：2024-02-01,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:21:32.744
"硅胶丝 铅头钩挂丝 彩色丝 诱鱼假饵丝 雷蛙丝隐藏钩尖",8.0,15.0%,1.2,已售：13,结束：2023-06-30,,,法茜运动户外旗舰店,4.81,3.42,4.84,2023-04-18 21:21:32.820
"电动三轮车防雨罩专用遮雨披老年代步车车衣车罩通用防晒罩隔热套",15.9,10.0%,1.59,已售：2,结束：2024-12-31,,,逸安达汽车用品旗舰店,4.99,4.89,4.8,2023-04-18 21:21:32.909
"户外百搭夏日遮阳防晒四件套【帽子 墨镜 冰丝袖套 防水喷雾 】",13.14,10.0%,1.31,已售：30,结束：2024-02-29,1,,烨的小店,4.15,4.06,4.5,2023-04-18 21:21:32.992
"【帽子 墨镜 冰丝袖套 防水喷雾 】户外百搭夏日遮阳防晒四件套",13.14,15.0%,1.97,已售：1,结束：2023-10-13,,,九儒严选,4.45,4.82,4.48,2023-04-18 21:21:33.070
"老渔夫聚鱼王米宝520g 大米碎米打窝米鱼饵鲫鲤草青鳊鱼休闲户外",7.8,20.0%,1.56,已售：2,结束：2023-11-30,,,聚鱼王渔具个体店,4.87,4.86,4.87,2023-04-18 21:21:33.158
"2023年新款运动袜春秋条纹袜ins潮简约中筒时尚男女通用",1.01,60.0%,0.61,已售：1,结束：2024-02-01,,,顿凡尼家居,4.78,4.83,4.65,2023-04-18 21:21:33.243
"宝藏旅行好物福利11支装牛筋梳子树脂",2.01,5.0%,0.1,已售：2.3万,结束：2023-11-01,,,帅气哥哥的小店,4.67,3.3,4.09,2023-04-18 21:21:33.337
"贵主水晶瑜伽环魔力环拉筋拉韧带瘦腿瘦手臂开背健身器材",9.9,20.0%,1.98,已售：2,结束：2023-05-16,,,聚沃好物,4.8,4.67,4.65,2023-04-18 21:21:33.435
"贵主儿童初学可调节竹节款跳绳软珠竹节跳绳小学生专用",9.9,17.0%,1.68,已售：143,结束：2023-05-16,,,聚沃好物,4.8,4.67,4.65,2023-04-18 21:21:33.525
"户外折叠桌椅便携式车载自驾游野餐桌超轻烧烤露营套装铝合金桌子",47.5,20.0%,9.5,已售：0,结束：2023-10-30,,,陈琳好物推荐,4.25,4.68,4.19,2023-04-18 21:21:33.618
"电动摩托车挡风被夏季户外防晒防水遮阳罩轻薄电瓶自行车春秋夏款",17.5,20.0%,3.5,已售：0,结束：2023-10-30,,,陈琳好物推荐,4.25,4.68,4.19,2023-04-18 21:21:33.702
"高档牙刷成人家用细毛软毛牙刷学生男女通用柔软刷丝牙龈敏感家庭",4.9,20.0%,0.98,已售：1,结束：2023-10-30,,,陈琳好物推荐,4.25,4.68,4.19,2023-04-18 21:21:33.795
"钓力德30B重铅磁力一键缓降刑天筏轮2代数显轮筏钓轮全金属桥筏轮",1180.0,15.0%,177.0,已售：0,结束：2024-04-30,,,钓力德筏道批发店,4.63,4.69,4.66,2023-04-18 21:21:33.881
"短袖泳衣女泡温泉连衣裙2023新款爆款显瘦遮肚微胖女孩保守游泳衣",104.0,15.0%,15.6,已售：0,结束：2025-03-31,,,湘专营店,4.71,4.79,4.61,2023-04-18 21:21:33.950
"筏道 喇叭渔护大鱼护筏钓鱼护直径1米防挂鱼护带涂胶养鱼鱼护",198.0,15.0%,29.7,已售：0,结束：2024-04-30,,,钓力德筏道批发店,4.63,4.69,4.66,2023-04-18 21:21:34.019
"美国Carver小烟斗扳手 滑板通用T型工具 陆地冲浪板工具 滑板拆装",251.1,15.0%,37.66,已售：0,结束：2023-04-30,,,极限户外运动装备店,4.52,4.54,4.55,2023-04-18 21:21:34.091
"筏道1.05米免拆卸筏竿包多用途钓鱼包微铅杆包硬式鱼竿包杆包",298.0,15.0%,44.7,已售：0,结束：2024-04-30,,,钓力德筏道批发店,4.63,4.69,4.66,2023-04-18 21:21:34.163
"山地自行车男式新型变速越野单车公路赛车24寸26青少年女学生成人",549.1,20.0%,109.82,已售：0,结束：2023-04-30,,,四季商城店,4.86,4.73,4.88,2023-04-18 21:21:34.237
"筏道天尊3只稍筏竿黄金樟微铅竿筏杆碳素钓鱼滑竿软尾筏钓杆",500.0,15.0%,75.0,已售：0,结束：2024-04-30,,,钓力德筏道批发店,4.63,4.69,4.66,2023-04-18 21:21:34.318
"钓力德手把不转龙泉筏钓轮有泄力筏轮全金属海筏轮微铅轮冰钓渔轮",350.0,15.0%,52.5,已售：0,结束：2024-04-30,,,钓力德筏道批发店,4.63,4.69,4.66,2023-04-18 21:21:34.400
"【工厂直发】2023新款冰丝兔子防晒衣女骑行透气防晒服防紫外线",25.9,20.0%,5.18,已售：1,结束：2024-12-31,,,洋洋供应链,4.66,3.87,4.99,2023-04-18 21:21:34.477
"襄睿柴火鸡灶台大锅台烧气铁锅炖火锅桌子农家乐地锅鸡灶台商用",950.0,5.0%,47.5,已售：3,结束：2023-04-30,,,襄睿户外旗舰店,4.65,4.39,3.27,2023-04-18 21:21:34.560
"襄睿移动式柴火灶不锈钢土灶台农村家用烧木柴铁锅炖地锅鸡灶台桌",1180.0,5.0%,59.0,已售：16,结束：2023-04-30,,,襄睿户外旗舰店,4.65,4.39,3.27,2023-04-18 21:21:34.642
"襄睿烧气铁锅炖灶台桌柴火鸡专用灶地锅炖锅台饭店商用自净化一体",2600.0,5.0%,130.0,已售：0,结束：2023-04-30,,,襄睿户外旗舰店,4.65,4.39,3.27,2023-04-18 21:21:34.724
"户外船形复古金属托盘欧式铁盘船型果盘马口铁小吃零食餐厅北欧",9.9,10.0%,0.99,已售：17,结束：2035-02-28,,,星空户外露营,4.95,3.38,4.49,2023-04-18 21:21:34.810
"鸟家同款防风防水耐磨保暖冲锋衣男款秋冬季三合一软壳外套情侣LT",198.0,20.0%,39.6,已售：0,结束：2024-04-30,,,连云港诚成服装有限公司的小店,4.66,4.8,4.92,2023-04-18 21:21:34.889
"【春夏爆款】遮阳防晒系带披肩 防晒黑晒伤 显白显气质 漂亮大气",39.9,30.0%,11.97,已售：0,结束：2023-04-30,,,蓓璋甄选,4.6,4.95,4.5,2023-04-18 21:21:34.974
"【粉丝专属】2023年欧洲站高帮榴莲鞋重工镶钻老爹鞋厚底",129.9,24.0%,31.18,已售：0,结束：2023-06-30,,,DASHIMAN轻奢女鞋,4.89,4.91,4.87,2023-04-18 21:21:35.076
"锅刷家用洗碗刷洗锅的刷子刷碗去污清洁刷长柄刷厨房刷锅神器清洗",16.9,20.0%,3.38,已售：0,结束：2024-06-30,,,橘子优选杂货铺,4.79,4.76,4.39,2023-04-18 21:21:35.161
"黑白色长袜子女中筒ins潮韩版春秋季纯色纯白色黑色长筒篮球袜男",9.9,10.0%,0.99,已售：27,结束：2024-12-06,,,易爵潮流服饰,4.74,4.83,4.9,2023-04-18 21:21:35.252
"户外烤盘韩式烤肉锅家用麦饭石铁板烧商用卡式炉电磁炉不粘烤肉盘",21.42,1.0%,0.21,已售：1,结束：2024-03-01,,,冠百年家居旗舰店,4.34,4.92,4.54,2023-04-18 21:21:35.345
"10片装旅行随身带专用一次性马桶垫卫生坐垫便携防水家用马桶圈贴",3.33,38.0%,1.27,已售：6,结束：2025-04-01,,,昀邦日用品,4.98,4.91,4.95,2023-04-18 21:21:35.441
"无绳计数跳绳运动健身减肥负重跳绳电子中考两用成人减脂锻炼专用",18.9,30.0%,5.67,已售：0,结束：2023-07-12,,,临天户外健身,4.75,4.23,4.43,2023-04-18 21:21:35.520
"儿童跳绳拼接绳极速2.0第二件半价专用轻松达标提速专用学生",9.9,10.0%,0.99,已售：7,结束：2023-08-31,,,南啵丸健身训练,4.63,4.63,4.68,2023-04-18 21:21:35.588
"连体泳衣女2023新款遮肚显瘦游泳馆专业平角专业运动游泳衣女款夏",120.0,30.0%,36.0,已售：0,结束：2023-04-30,,,山山户外,4.49,4.11,4.24,2023-04-18 21:21:35.657
"连体泳衣女夏2023新款遮肚显瘦大码保守平角专业游泳衣女款时尚",95.0,30.0%,28.5,已售：0,结束：2023-04-30,,,山山户外,4.49,4.11,4.24,2023-04-18 21:21:35.726
"INTEX充气床家用双人充气床垫加厚气垫床午休床户外超轻床垫沙发",129.0,15.0%,19.35,已售：1,结束：2023-12-31,,,INTEX东门鹏翔家具专卖店,4.49,4.11,4.61,2023-04-18 21:21:35.804
"INTEX充气床便携露营单人双人打地铺折叠床加厚户外家用气垫沙发",88.0,15.0%,13.2,已售：0,结束：2023-12-31,,,INTEX东门鹏翔家具专卖店,4.49,4.11,4.61,2023-04-18 21:21:35.884
"HAISSKY跑步臂包男女运动健身包6.8英寸通用手机臂包适用airpods",39.9,20.0%,7.98,已售：4,结束：2023-12-31,,,海思凯运动户外企业店,4.98,4.51,4.83,2023-04-18 21:21:35.960
"NANJIREN/南极人瑜伽环腿部训练开背练习瑜珈圈美背肩健身器材",15.0,41.0%,6.15,已售：0,结束：2023-12-31,,,NANJIREN南极人健身训练旗舰店,4.99,4.93,4.98,2023-04-18 21:21:36.040
"南极人仰卧起坐辅助器懒人女腰腹训练吸盘式多功能男运动健身器材",49.0,31.0%,15.19,已售：0,结束：2023-12-31,,,NANJIREN南极人健身训练旗舰店,4.99,4.93,4.98,2023-04-18 21:21:36.118
"蜘蛛王新款上市老爹鞋女时尚百搭厚底轻便运动增高休闲鞋女鞋真皮",348.0,10.0%,34.8,已售：0,结束：2023-07-31,,,蜘蛛王运动旗舰店,4.89,4.86,4.82,2023-04-18 21:21:36.195
"南极人健腹轮男士锻炼家用健身器材训练肚子女士腰腹运动巨轮单轮",49.0,31.0%,15.19,已售：0,结束：2023-12-31,,,NANJIREN南极人健身训练旗舰店,4.99,4.93,4.98,2023-04-18 21:21:36.275
"【两个装】夏季漂流游泳手机防水袋可触屏密封海边手机防水套",9.9,20.0%,1.98,已售：0,结束：2024-05-31,,,优乐乐良品,4.93,4.64,4.42,2023-04-18 21:21:36.361
"岸阀竿远投阀竿筏钓竿碳素软尾阀竿抛投竿阀杆套装软尾岸投竿",9.99,15.0%,1.5,已售：0,结束：2023-12-01,,,莫尚户外钓具,4.53,4.61,4.52,2023-04-18 21:21:36.448
"达芙妮老爹鞋女款春秋款2023新款夏季网面镂空透气薄款运动小白鞋",189.0,22.0%,41.58,已售：0,结束：2023-12-31,,,Daphne达芙妮鼎旺专卖店,4.88,4.79,4.68,2023-04-18 21:21:36.543
"【云南白药】急救包家用全套户外应急常备防水透气护理晕车防暑",29.9,20.0%,5.98,已售：0,结束：2024-04-30,,,云南白药 泰邦 TB官方旗舰店,4.99,4.48,4.96,2023-04-18 21:21:36.624
"【追晨】高密锦纶裸感瑜伽裤女高腰蜜桃臀健身提臀裤巴比裤紧身裤",69.0,32.0%,22.08,已售：0,结束：2023-04-30,,,MOMRUNING追晨,4.98,4.95,4.84,2023-04-18 21:21:36.712
"【mindless】英国陆地冲浪板单板滑雪训练弹簧支架无需蹬地滑板",1050.0,15.0%,157.5,已售：0,结束：2023-04-30,,,极限户外运动装备店,4.52,4.54,4.55,2023-04-18 21:21:36.809
"【obfive】 澳洲陆地冲浪板 carver代步冲浪板滑雪冲浪刻滑训练",1718.0,15.0%,257.7,已售：1,结束：2023-04-30,,,极限户外运动装备店,4.52,4.54,4.55,2023-04-18 21:21:36.897
"【Sixty-six66】陆地冲浪板成人儿童专业初学者刷街slide路冲滑板",1150.0,15.0%,172.5,已售：0,结束：2023-04-30,,,极限户外运动装备店,4.52,4.54,4.55,2023-04-18 21:21:36.986
"蜘蛛王新款女鞋跑步鞋舒适透气拼接运动鞋小白鞋时尚春夏休闲软底",308.0,10.0%,30.8,已售：0,结束：2023-07-31,,,蜘蛛王运动旗舰店,4.89,4.86,4.82,2023-04-18 21:21:37.083
"2023新款焦下同款冰丝防晒衣女防紫外线防晒服女皮肤衣外套",49.9,25.0%,12.48,已售：0,结束：2024-01-01,,,吴公子de小店个体店,3.61,4.79,4.85,2023-04-18 21:21:37.165
"爆香鲤黑坑浓缩添加剂饵料多种通用高浓度快速香味垂钓香型适口性",58.0,10.0%,5.8,已售：0,结束：2024-03-02,,,祁阳县渔之缘户外钓具,4.77,4.67,4.94,2023-04-18 21:21:37.235
"外贸原单 加长款筋膜枪数显彩灯肌肉放松器家用按摩便携健身",99.0,30.0%,29.7,已售：0,结束：2024-04-04,,,美斯易购,3.47,4.7,4.7,2023-04-18 21:21:37.301
"充电报数负重健身跳绳专业成人运动两用钢丝初学者大球计数无绳款",39.9,41.0%,16.36,已售：7,结束：2023-12-31,,,NANJIREN南极人健身训练旗舰店,4.99,4.93,4.98,2023-04-18 21:21:37.380
"【wooddetail】西班牙进口无敌兔陆地冲浪板滑雪刻滑成人练习滑板",1669.0,15.0%,250.35,已售：0,结束：2023-04-30,,,极限户外运动装备店,4.52,4.54,4.55,2023-04-18 21:21:37.452
"【Spice】美国原装进口陆地冲浪板滑雪刻滑初学代步进口枫木滑板",1949.0,15.0%,292.35,已售：0,结束：2023-04-30,,,极限户外运动装备店,4.52,4.54,4.55,2023-04-18 21:21:37.526
"【直播】鲸动品牌回弹缓震运动鞋男网面透气休闲轻便情侣款跑步鞋",399.0,35.0%,139.65,已售：0,结束：2023-04-30,,,酷都运动跑鞋,4.49,4.59,4.7,2023-04-18 21:21:37.603
"赢虎【丝印短袖】男士健身跑步速干紧身运动高弹透气户外训练上衣",29.9,25.0%,7.48,已售：18,结束：2023-10-10,,,赢虎旗舰店,4.73,4.98,4.7,2023-04-18 21:21:37.680
"男士新款透气运动风休闲板鞋潮鞋四季款青年百搭个性时尚男鞋",169.0,30.0%,50.7,已售：1,结束：2023-05-01,,,至简轻奢,4.79,4.45,4.78,2023-04-18 21:21:37.760
"2023冰丝防晒服情侣款防紫外线夏季可拆卸帽子夏防晒衣透气爆款",84.0,30.0%,25.2,已售：0,结束：2023-04-30,,,美尚服装个体店,4.72,4.43,4.85,2023-04-18 21:21:37.838
"8字拉力器美背瑜伽训练器材弹力带扩胸拉力带 女背健身 八字绳",6.66,18.0%,1.2,已售：0,结束：2023-09-26,,,诺诺叽叽优选,4.48,4.48,4.6,2023-04-18 21:21:37.921
"【福利品】可拆卸钢丝轴承跳绳儿童成人健身中考学生用绳",9.9,25.0%,2.48,已售：48,结束：2025-04-13,,,大鸣百厂联盟,4.68,4.87,4.78,2023-04-18 21:21:38.005
"网红时尚渐变双火打火机金属个性创意充气防风双火焰送男友礼",39.9,40.0%,15.96,已售：0,结束：2023-05-31,,,firechicka,4.68,4.48,4.82,2023-04-18 21:21:38.085
"便携防水时尚郊游野餐垫",9.9,23.0%,2.28,已售：2,结束：2024-06-30,,,晟荨小店,4.79,4.86,4.57,2023-04-18 21:21:38.170
"【宠粉福利20支】白+黑各10支装软毛牙刷成人家用细毛家庭男女",9.9,30.0%,2.97,已售：0,结束：2027-04-02,,,天霓优品,4.91,4.74,4.92,2023-04-18 21:21:38.262
"Amriy/爱美莱1【无缝】健身瑜伽文胸裤子运动紧身两件套装训练",526.0,26.0%,136.76,已售：0,结束：2024-10-31,,,爱美莱内衣旗舰店,4.66,4.9,4.59,2023-04-18 21:21:38.350
"印第安帐篷户外轻奢露营野餐野炊加厚防雨棉布天幕金字塔野营装备",7208.0,20.0%,1441.6,已售：0,结束：2024-04-30,,,睿创优品,4.64,4.66,4.47,2023-04-18 21:21:38.436
"韶泰户外便携式烧烤炉小型碳烤炉方便耐用一次性烧烤架子烤盘套装",28.8,30.0%,8.64,已售：0,结束：2023-10-01,,,韶泰运动户外旗舰店,4.87,4.69,4.7,2023-04-18 21:21:38.530
"高尔夫服装女款冰丝防晒袜防勾丝女士球服肤紧身踩脚丝袜薄款裸感",158.0,30.0%,47.4,已售：0,结束：2023-04-30,,,淘杆运动户外旗舰店,4.96,4.75,4.94,2023-04-18 21:21:38.659
"赢虎瑜伽长裤假两件高腰高腰紧身外穿训练跑步显瘦弹力打底瑜伽裤",54.9,35.0%,19.22,已售：0,结束：2024-04-07,,,赢虎旗舰店,4.73,4.98,4.7,2023-04-18 21:21:49.960
"赢虎女士运动健身衣长袖上衣显瘦休闲春秋速干高弹上衣时尚透气",45.9,35.0%,16.06,已售：0,结束：2024-04-07,,,赢虎旗舰店,4.73,4.98,4.7,2023-04-18 21:21:50.054
"【金铂喜】眼镜折叠气垫墨镜女新款夏防紫外线防晒太阳镜眼镜男",16.9,35.0%,5.92,已售：0,结束：2023-12-31,,,金铂喜时尚旗舰店,4.44,4.95,4.55,2023-04-18 21:21:50.125
"无绳跳绳负重球跳绳夏天健身瘦身利器家用户外锻炼儿童跳绳室内",0.9,21.0%,0.19,已售：4,结束：2024-04-30,,,小跃爱健身,4.78,4.54,4.62,2023-04-18 21:21:50.189
"儿童竹节跳绳小学生可写名字幼儿园初学软珠可调节中考专用绳孩子",15.9,25.0%,3.98,已售：0,结束：2024-04-30,,,小跃爱健身,4.78,4.54,4.62,2023-04-18 21:21:50.265
"户外烧烤不锈钢食品级304烧烤签子羊肉串烤肉钢签扁签针烤肉串",16.8,20.0%,3.36,已售：0,结束：2024-12-31,,,炙吟优选,4.98,4.95,4.98,2023-04-18 21:21:50.336
"薏凡特高强度专业运动内衣女防震跑步背心聚拢减震无钢圈背心式",219.0,30.0%,65.7,已售：9,结束：2024-04-30,,,Yvette薏凡特官方旗舰店,4.99,4.99,4.92,2023-04-18 21:21:50.415
"竹炭 软毛牙刷 成人家庭装男女同款",6.8,25.0%,1.7,已售：0,结束：2024-04-04,,,潮锍电子商务,4.86,4.8,4.98,2023-04-18 21:21:50.496
"12支鱼漂套装全套野钓浮漂高灵敏加粗醒目大物漂轻口鲫鱼漂带漂盒",39.9,28.0%,11.17,已售：0,结束：2024-05-09,,,沐羽户外,4.82,4.65,4.56,2023-04-18 21:21:50.571
"Z6H3短袖t恤男2023夏季新款韩版潮流情侣休闲宽松时尚百搭上衣服T",99.0,15.0%,14.85,已售：3,结束：2023-05-28,,,Z6H3服饰旗舰店,4.72,4.58,4.12,2023-04-18 21:21:50.644
"户外折叠储水桶自驾游车载便携装蓄水箱罐厨房塑料带龙头家用水桶",29.9,55.0%,16.44,已售：0,结束：2024-03-31,,,优亿思宸精选,4.91,4.85,4.81,2023-04-18 21:21:50.722
"【春游双肩包】炫彩折叠运动背包轻便防水户外旅行运动背包皮肤包",16.9,41.0%,6.93,已售：0,结束：2025-04-30,,,省老钱了日用百货,4.83,4.59,4.85,2023-04-18 21:21:50.804
"防灾应急收音机便携战备物资多功能照明手摇发电太阳能充",108.0,30.0%,32.4,已售：8,结束：2023-06-30,,,慧鑫数码店,4.72,4.67,4.28,2023-04-18 21:21:50.916
"手机防水袋外卖骑手专用手机套可触屏游泳温泉泡澡防雨密封防尘包",18.9,25.0%,4.72,已售：0,结束：2024-03-07,,,创源好物,4.69,4.95,4.79,2023-04-18 21:21:51.007
"SKECHERS/斯凯奇秋冬厚底老爹鞋女轻质网布透气减震运动鞋8730075",339.0,12.0%,40.68,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.092
"SKECHERS/斯凯奇女鞋时尚透气运动跑步鞋轻便休闲老爹鞋88888105",289.0,12.0%,34.68,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.174
"SKECHERS/斯凯奇厚底松糕熊猫鞋老爹鞋女士蝴蝶结运动休闲鞋13168",409.0,12.0%,49.08,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.269
"SKECHERS/斯凯奇女士网面显瘦潮流鞋熊猫鞋透气跑步鞋66666295",389.0,12.0%,46.68,已售：1,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.362
"SKECHERS/斯凯奇新款女鞋经典复古老爹黑金运动熊猫鞋女66666228",369.0,12.0%,44.28,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.457
"SKECHERS/斯凯奇情侣夏季跑鞋百搭校园风复古运动鞋休闲鞋896149",369.0,12.0%,44.28,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.555
"SKECHERS/斯凯奇新款户外老爹鞋女鞋熊猫小白鞋休闲运动鞋896143",379.0,12.0%,45.48,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.647
"斯凯奇【闪光熊】女士熊猫鞋时尚休闲鞋女款跑鞋经典运动鞋11923",369.0,12.0%,44.28,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.730
"SKECHERS/斯凯奇【经典一代熊猫鞋】时尚女鞋增高减震老爹鞋11959",359.0,12.0%,43.08,已售：0,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.803
"SKECHERS/斯凯奇夏季网面透气轻便减震竞速跑鞋情侣鞋运动鞋14804",309.0,12.0%,37.08,已售：1,结束：2023-04-30,,,斯凯奇泉州专卖店,4.83,4.85,4.64,2023-04-18 21:21:51.869
