商品,到手价,佣金率,佣金,已售量,商品结束时间,近2小时销售量,近24小时销售量,店铺信息,描述相符,物流服务,服务态度,当前时间
"苹果11oppo华为vivo小米iPhone13mini手机壳14promax做白日梦12女",9.9,31.0%,3.07,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:08.570
"苹果11oppo华为vivo小米iPhone13mini手机壳14promax帕莎狗12女xr",9.9,31.0%,3.07,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:08.658
"苹果11oppo华为vivo小米iPhone13mini手机壳14promax简约笑脸12女",9.9,31.0%,3.07,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:08.744
"蛋糕小熊iPhone14pro手机壳12promax苹果13可爱11透明8plus情侣xr",9.98,31.0%,3.09,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:08.831
"苹果11oppo华为vivo小米iPhone13mini手机壳14promax彩色波点12女",9.9,31.0%,3.07,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:08.915
"苹果11oppo华为vivo小米iPhone13mini手机壳14promax个性文字12女",9.9,31.0%,3.07,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:09.006
"网红鸭子iPhone14pro手机壳12promax苹果13全包11透明8plus女xr软",9.8,30.0%,2.94,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:09.098
"月亮小熊iPhone14pro手机壳12promax苹果13全包11透明8plus女xr软",9.8,30.0%,2.94,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:09.187
"x苹果oppo华为vivo小米happy英文iPhone14pro手机壳13promax女12",9.9,30.0%,2.97,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:09.282
"未来可期iPhone14pro手机壳12promax苹果13可爱11小众8plus女款xr",9.8,31.0%,3.04,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:09.376
"苹果13pro max手机壳透明iPhone13/12自带镜头膜男全包防摔保护套",29.8,20.0%,5.96,已售：11,结束：2023-07-31,,,亨登数码专营店,4.51,4.93,4.08,2023-04-18 20:29:09.456
"贝吉塔苹果14手机壳13Promax动漫iPhone12防摔个性创意硅胶男学生",26.8,20.0%,5.36,已售：5,结束：2023-07-31,,,亨登数码专营店,4.51,4.93,4.08,2023-04-18 20:29:09.529
"布纹苹果14手机壳12全包iPhone13promax自带镜头膜防摔硅胶保护套",28.8,20.0%,5.76,已售：2,结束：2023-07-31,,,亨登数码专营店,4.51,4.93,4.08,2023-04-18 20:29:09.601
"网红G6-V1BL电脑手机外置声卡直播唱歌录音收音降噪专业调音台",569.0,40.0%,227.6,已售：0,结束：2023-08-31,,,JUS数码旗舰店,4.48,4.85,4.78,2023-04-18 20:29:09.668
"优禄蓝牙键盘适用于苹果平板电脑iPad Pro 10.2/10.5/11/12.9英寸",268.0,20.0%,53.6,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:09.741
"狼途无线机械手感键盘鼠标朋克复古键帽键鼠套装可充电办公电脑",75.0,10.0%,7.5,已售：16,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:09.819
"电脑耳机耳麦头戴式7.1声效重低音吃鸡游戏电竞台式有线网吧网咖",69.9,10.0%,6.99,已售：0,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:09.895
"狼途游戏电竞机械键盘青轴黑轴红轴静音手托办公打字有线电脑女生",139.0,10.0%,13.9,已售：2,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:09.979
"银韧无线蓝牙机械键盘87键三模插拔青茶红黑轴客制化电竞游戏PBT",299.0,20.0%,59.8,已售：0,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:10.067
"银韧机械键盘潮流拼色热插拔青茶红黑轴办公电脑游戏有线104键",119.0,10.0%,11.9,已售：26,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:10.149
"狼途GK85/102机械键盘鼠标套装有线电竞游戏电脑抹茶红轴办公usb",139.0,10.0%,13.9,已售：8,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:10.237
"萌宠暖手宝充电宝二合10000毫安手握迷你可爱随身暖宝宝移动电源",99.0,15.0%,14.85,已售：1,结束：2023-06-30,,,豪酷旗舰店,4.96,4.66,4.89,2023-04-18 20:29:10.322
"memobird/咕咕机暖心文艺帆布袋手感舒适纹理细腻携带无负担收纳",39.9,5.0%,2.0,已售：0,结束：2023-12-31,,,咕咕机智能设备旗舰店,4.88,4.82,4.76,2023-04-18 20:29:10.412
"3元包邮 鼠标垫办公游戏鼠标垫平顺耐用加厚办公潮玩时尚防滑通用",9.9,15.0%,1.48,已售：3,结束：2023-12-04,,,麦克链客,4.3,4.16,4.5,2023-04-18 20:29:10.509
"电竞游戏鼠标机械有线usb家用办公笔记本台式电脑吃鸡压枪宏编程",69.0,30.0%,20.7,已售：2,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:10.597
"优禄国际版扫描词典笔即扫即译AI智能语音对话翻译笔电子词典笔",548.0,30.0%,164.4,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:10.692
"蓝牙无线键盘鼠标轻薄便携充电适用ipad苹果安卓平板电脑外接键盘",19.0,20.0%,3.8,已售：223,结束：2025-02-01,,,璨宇抖音电商,4.22,4.92,4.35,2023-04-18 20:29:10.785
"萌宠太空舱暖手宝10000毫安暖手蛋迷你便携可爱卡通暖宝宝充电宝",149.0,15.0%,22.35,已售：20,结束：2023-06-30,,,豪酷旗舰店,4.96,4.66,4.89,2023-04-18 20:29:10.877
"太空舱暖手宝充电宝二合一女生手握迷你便携式可爱冬天暖宝宝神器",168.0,15.0%,25.2,已售：3,结束：2023-06-30,,,豪酷旗舰店,4.96,4.66,4.89,2023-04-18 20:29:10.973
"星唱S6无线领夹麦直播专用降噪续航小蜜蜂户外抗干扰收音录音话筒",239.0,40.0%,95.6,已售：0,结束：2023-08-31,,,JUS数码旗舰店,4.48,4.85,4.78,2023-04-18 20:29:11.073
"网红G8S外置声卡K歌娱乐直播外置声卡降噪高清专业消音录音唱歌",1158.0,40.0%,463.2,已售：0,结束：2023-08-31,,,JUS数码旗舰店,4.48,4.85,4.78,2023-04-18 20:29:11.151
"优禄Magsafe磁吸无线充电宝10000毫安迷你移动电源适用苹果13快充",158.0,20.0%,31.6,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:11.220
"Pisen/品胜液态20W苹果数据线适用iPhone系列充电线器快充加长2米",39.0,10.0%,3.9,已售：51,结束：2023-11-30,,,品胜官方旗舰店,4.44,3.74,4.21,2023-04-18 20:29:11.293
"Pisen/品胜汽车应急逃生锤全铝合金二合一安全锤切割刀+破窗器",42.0,10.0%,4.2,已售：65,结束：2023-11-30,,,品胜官方旗舰店,4.44,3.74,4.21,2023-04-18 20:29:11.366
"玲娜贝儿iPhone14pro手机壳12promax苹果13可爱11网红8plus女款xr",9.8,31.0%,3.04,已售：0,结束：2023-11-30,,,淘壳,4.58,4.5,3.6,2023-04-18 20:29:11.453
"三模游戏电竞无线蓝牙机械键盘青轴黑轴红轴银轴办公87键客制化",299.0,20.0%,59.8,已售：2,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:11.543
"无线蓝牙机械键盘108键三模青茶红轴银轴金粉游戏热插拔女生有线",349.0,20.0%,69.8,已售：0,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:11.621
"游戏电竞104键机械键盘青轴银轴茶红轴有线办公打字女生热插拔PBT",149.0,10.0%,14.9,已售：6,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:11.731
"电脑游戏电竞机械键盘有线青轴红轴黑茶轴客制化个性化热插动键线",139.0,20.0%,27.8,已售：2,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:11.824
"热插拔87键电竞专用游戏办公打字机械键盘客制化青轴茶轴红轴银轴",168.0,20.0%,33.6,已售：2,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:11.903
"YINREN银韧机械键盘游戏电竞办公青黑红茶轴客制化有线热插拔男生",189.0,20.0%,37.8,已售：1,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:11.986
"优禄2.4G无线领夹麦克风 直播短视频录音领夹式降噪话筒收音麦",108.0,25.0%,27.0,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:12.082
"优禄智能离线翻译笔万能词典笔多国语言离线中英翻译智能扫读笔",218.0,30.0%,65.4,已售：1,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:12.184
"优禄苹果平板电脑外接键盘适用于iPad 10.2英寸蓝牙键盘保护壳",238.0,20.0%,47.6,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:12.283
"61键机械键盘有线小型青黑红茶轴热插拔笔记本电脑办公游戏电竞",159.0,20.0%,31.8,已售：0,结束：2027-11-30,,,幻鹤HUANHE旗舰店,4.06,4.44,4.54,2023-04-18 20:29:12.402
"【高分高亮】升级高亮款2022新款智能投影仪家用微型投墙WIFI学生",499.0,19.0%,94.81,已售：3,结束：2023-07-31,,,深圳市宝安区视海电子商行的小店个体店,3.75,4.47,4.75,2023-04-18 20:29:12.500
"创意鼠标垫护腕垫姓氏鼠标垫子女生手腕垫手托办公滑鼠垫支持定制",15.8,15.0%,2.37,已售：0,结束：2023-05-31,,,云里游旗舰店,4.88,4.14,4.98,2023-04-18 20:29:12.590
"护腕硅胶卡通笔记本键盘垫手托办公家用游戏创意可爱3D防滑鼠标垫",22.8,15.0%,3.42,已售：3,结束：2023-05-31,,,云里游旗舰店,4.88,4.14,4.98,2023-04-18 20:29:12.681
"网红手持唱歌无线蓝牙k歌麦克风录音降噪智能对频通用抗干扰话筒",369.0,40.0%,147.6,已售：0,结束：2023-08-31,,,JUS数码旗舰店,4.48,4.85,4.78,2023-04-18 20:29:12.808
"K2网红仙女专用娱乐直播唱歌高清降噪电容麦蓝牙高音质麦克风通用",369.0,40.0%,147.6,已售：0,结束：2023-08-31,,,JUS数码旗舰店,4.48,4.85,4.78,2023-04-18 20:29:12.905
"升降折叠手机支架多功能便携可调节追剧网课看直播平板通用可折叠",19.9,3.0%,0.6,已售：56,结束：2023-12-31,,,卡仕金KASIJIM旗舰店,4.96,4.87,4.74,2023-04-18 20:29:12.992
"【达人专属】欧利升级高亮款2022款手机投影仪家用微型投墙WIFI",299.0,19.0%,56.81,已售：16,结束：2023-07-31,,,深圳市宝安区视海电子商行的小店个体店,3.75,4.47,4.75,2023-04-18 20:29:13.067
"升级高亮款2022新款手机投影仪家用微型投墙WIFI投墙",299.0,19.0%,56.81,已售：60,结束：2023-07-31,,,深圳市宝安区视海电子商行的小店个体店,3.75,4.47,4.75,2023-04-18 20:29:13.131
"日播小天鹅洗衣机10KG滚筒除菌除螨家用全自动智能 洗烘一体机V62",2399.0,5.0%,119.95,已售：4,结束：2023-12-31,,,小天鹅烘干机旗舰店,4.95,4.88,3.84,2023-04-18 20:29:13.219
"神秘海域   PC单机中文高清   电脑端运行",29.9,50.0%,14.95,已售：1,结束：2023-06-30,,,星凡游戏,4.83,4.66,4.91,2023-04-18 20:29:13.311
"【小龙哥专属】办公游戏专业机械键盘青黑茶红轴有线电脑动漫卡通",189.0,20.0%,37.8,已售：16,结束：2026-11-30,,,银韧YINREN旗舰店,4.93,4.97,4.97,2023-04-18 20:29:13.389
"游戏电竞专用机械键盘104键青轴双色双拼有线usb电脑笔记本网吧",99.0,15.0%,14.85,已售：31,结束：2026-11-30,,,银韧YINREN旗舰店,4.93,4.97,4.97,2023-04-18 20:29:13.477
"咕咕机G2情侣礼物蓝牙WIFI连接甜蜜传情远程打印神器迷你充电小型",179.0,10.0%,17.9,已售：13,结束：2023-12-31,,,咕咕机智能设备旗舰店,4.88,4.82,4.76,2023-04-18 20:29:13.549
"错题打印机Go Pro C迷你便携式口袋打印机经典手账百变神器学生",179.0,15.0%,26.85,已售：1,结束：2023-12-31,,,咕咕机智能设备旗舰店,4.88,4.82,4.76,2023-04-18 20:29:13.634
"memobird/咕咕机语音错题整理专用错题本错题复习就错改错快速",15.9,10.0%,1.59,已售：2,结束：2023-12-31,,,咕咕机智能设备旗舰店,4.88,4.82,4.76,2023-04-18 20:29:13.714
"优禄 虚拟现实3d眼镜游戏VR眼镜头盔暴风手机头戴式魔镜2代可调瞳",88.0,20.0%,17.6,已售：3,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:13.811
"软胶Type-c120W超级快充数据线适用华为p50加长2米mate50快充通用",11.8,18.0%,2.12,已售：0,结束：2024-11-30,,,焕兴数码,4.98,4.67,4.59,2023-04-18 20:29:13.916
"120W快充双type-c数据线公对公闪充线适用ipadpro华为笔记本2米长",8.5,15.0%,1.28,已售：2,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.006
"PD快充数据线适用苹果14/13/12手机8plusXSXR平板ipad通用闪充电",10.8,15.0%,1.62,已售：0,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.093
"通用三合一快充一拖三适用华为小米苹果Typec安卓充电线opp手机2A",8.9,10.0%,0.89,已售：0,结束：2023-11-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.174
"120W适用苹果12数据线13手机充电线xsmax快充11锌合金14pro平板pd",12.9,15.0%,1.94,已售：0,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.269
"【伸缩一拖三充电线】三合一适用苹果华为typec安卓通用快充66W线",13.8,15.0%,2.07,已售：0,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.365
"中国风伸缩三合一快充适用苹果安卓华为type-c小米充电线一拖三线",16.8,10.0%,1.68,已售：0,结束：2023-11-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.456
"Typec数据线6A超级快充适用华为p40充电线mate50pro加长2米nova7p",8.8,15.0%,1.32,已售：5,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.561
"优禄双机位手机桌面支架升降伸缩直播懒人支架床头可调节折叠通用",9.9,30.0%,2.97,已售：6,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:14.672
"透明数据线适用华为typec超级快充6A充电线P50手机安卓通用加长",13.8,15.0%,2.07,已售：1,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.754
"Pd充电器适用苹果14promax加长2米快充20w充电线iphone13/12plus",12.8,10.0%,1.28,已售：3,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.825
"适用华为数据线mate40/30/20p50nova9/8/7/6手机typec超级快充长",9.0,10.0%,0.9,已售：1,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.901
"6A超级快充120W闪数据线安卓适用华为opp荣viv快充电线2米充电线",9.89,10.0%,0.99,已售：0,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:14.977
"优禄蓝牙耳机无线华强北5代pro2适用苹果华为超长待机降噪入耳式",148.0,20.0%,29.6,已售：2,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:15.062
"优禄女士智能手环时尚手表佩饰心率计步生理期来电信息IP68防水",298.0,20.0%,59.6,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:15.139
"TYPEC尼龙数据线6A充电线适配OPPO荣耀VIVO华为IQOO一加65W闪充",18.9,40.0%,7.56,已售：2,结束：2024-05-31,,,兆滋数码,4.44,4.41,4.01,2023-04-18 20:29:15.222
"挂脖式无线蓝牙耳机适用华为vivo苹果OPPO小米荣耀运动超长续航",36.9,31.0%,11.44,已售：25,结束：2026-01-01,,,智龙星数码旗舰店,4.71,4.97,4.72,2023-04-18 20:29:15.302
"智能语音鼠标声控语音输入搜索语言识别文字翻译无线蓝牙时尚通用",99.0,25.0%,24.75,已售：2,结束：2023-12-04,,,麦克链客,4.3,4.16,4.5,2023-04-18 20:29:15.411
"优禄智能语音翻译机AI拍照录音翻译12国离线翻译发音精准智能降噪",418.0,25.0%,104.5,已售：3,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:15.513
"洛语手机折叠支架便携支架轻便迷你",4.9,20.0%,0.98,已售：2,结束：2024-11-30,,,洛语旗舰店,4.92,4.72,4.88,2023-04-18 20:29:15.598
"智能超长续航运动挂脖蓝牙耳机无线入耳式耳塞支持插卡type-c快充",69.0,36.0%,24.84,已售：18,结束：2023-09-15,,,倍曼克影音旗舰店,4.66,4.73,4.73,2023-04-18 20:29:15.703
"影巨人车载吸尘器1小型车家用大功率无线充电大吸力",29.9,20.0%,5.98,已售：464,结束：2024-05-31,,,博瑞小家电,4.42,4.93,4.94,2023-04-18 20:29:15.813
"小度智能屏Air触屏蓝牙音响音箱5.45英寸向往的生活电视闹钟送礼",279.0,10.0%,27.9,已售：31,结束：2023-05-31,,,数码优选商城,4.54,4.34,4.18,2023-04-18 20:29:15.901
"火山加湿器香薰机吐烟圈桌面解压创意礼品仿真火焰遥控双色香氛机",99.36,20.0%,19.87,已售：4,结束：2024-02-10,,,合纵数码,4.75,4.62,4.44,2023-04-18 20:29:16.000
"智能语音鼠标声控输入搜索语言识别文字翻译商务高速办公效率无线",89.0,25.0%,22.25,已售：36,结束：2024-02-09,,,麦克链客,4.3,4.16,4.5,2023-04-18 20:29:16.099
"智能语音鼠标声控语音输入搜索语言识别文字翻译商务办公效率通用",129.0,25.0%,32.25,已售：0,结束：2024-02-09,,,麦克链客,4.3,4.16,4.5,2023-04-18 20:29:16.217
"AI智能语音鼠标声控语音输入搜索识别文字翻译办公效率电脑通用",69.0,25.0%,17.25,已售：0,结束：2024-02-09,,,麦克链客,4.3,4.16,4.5,2023-04-18 20:29:16.310
"AI智能语音鼠标打字翻译声控语言识别输入商务办公效率无线蓝牙",89.0,25.0%,22.25,已售：0,结束：2024-02-09,,,麦克链客,4.3,4.16,4.5,2023-04-18 20:29:16.434
﻿"AI智能语音鼠标声控语音输入搜索识别文字翻译办公效率电脑通用",69.0,25.0%,17.25,已售：0,结束：2024-02-09,,,麦克链客,4.3,4.16,4.5,2023-04-18 20:29:27.263
"AI智能语音鼠标打字翻译声控语言识别输入商务办公效率无线蓝牙",89.0,25.0%,22.25,已售：0,结束：2024-02-09,,,麦克链客,4.3,4.16,4.5,2023-04-18 20:29:27.352
"AI语音智能投影仪家用客厅宿舍影院手机同屏投白墙高清投影机",399.0,22.0%,87.78,已售：5264,结束：2024-01-31,,,欧乐思智能投影设备个体店,4.47,4.85,4.89,2023-04-18 20:29:27.421
"适用小米红米note12pro充电器头红米K50手机充电头120W闪充插头",17.01,30.0%,5.1,已售：2,结束：2024-02-04,,,洛菲塔数码个体店,4.91,4.38,4.84,2023-04-18 20:29:27.496
"适用红米k50Pro充电器头120W瓦极速闪充红米k50至尊版手机快充线",17.01,30.0%,5.1,已售：4,结束：2024-02-04,,,洛菲塔数码个体店,4.91,4.38,4.84,2023-04-18 20:29:27.571
"适用小米11Ultra数据线11pro手机充电器线67W红米Note10pro快充6A",14.31,30.0%,4.29,已售：1,结束：2024-02-04,,,洛菲塔数码个体店,4.91,4.38,4.84,2023-04-18 20:29:27.646
"优禄智能离线扫描翻译笔中英日韩词典笔扫读笔扫题解析名师视频",248.0,30.0%,74.4,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:27.719
"优禄智能无线耳机蓝牙耳机5.0 弹窗改名定位 TWS运动耳机入耳式",69.9,20.0%,13.98,已售：38,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:27.799
"优禄无线麦克风领夹式录音设备收音麦短视频直播相机手机降噪话筒",248.0,20.0%,49.6,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:27.875
"优禄离线扫描词典笔即扫即译AI智能语音对话翻译笔电子词典笔",518.0,25.0%,129.5,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:27.951
"优禄蓝牙智能眼镜打电话音乐游戏导航洛达方案防水紫外线墨镜",268.0,20.0%,53.6,已售：6,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:28.029
"优禄便捷式迷你口袋学习机拍照解题名师视频学语文英语学习神器",278.0,20.0%,55.6,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:28.111
"120W闪充数据线typec适用华为VIVIOP40超级快充nova9手机通用2米",5.8,15.0%,0.87,已售：15,结束：2023-09-30,,,晓智亿数码旗舰店,4.9,4.7,4.61,2023-04-18 20:29:28.197
"沃麦好太太油烟机燃气灶套餐组合不锈钢大吸力顶侧双吸烟灶两件套",2586.0,20.0%,517.2,已售：2,结束：2023-12-01,,,沃麦好太太厨卫电器,4.48,4.8,3.97,2023-04-18 20:29:28.287
"华为苹果无线充电宝快充磁吸大容量10000毫安耐用自带线 华为快充",188.0,15.0%,28.2,已售：0,结束：2024-01-29,,,高颜值工厂店,4.74,4.93,4.68,2023-04-18 20:29:28.374
"优禄蓝牙耳机运动触控5.0入耳tws双耳通话无线立体声耳机迷你跑步",108.0,20.0%,21.6,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:28.460
"优禄一拖四领夹式无线麦克风 直播短视频网红带货收音降噪小话筒",1478.0,20.0%,295.6,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:28.568
"优禄离线扫描电子词典笔翻译学习机全球版扫读辞典拍照翻译笔",538.0,25.0%,134.5,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:28.660
"优禄无线蓝牙耳机高音质双耳智能降噪运动入耳式跑步音乐手机通用",108.0,20.0%,21.6,已售：80,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:28.746
"优禄无线耳机TWS蓝牙耳机 无线入耳式立体声降噪高续航显示电量",69.9,20.0%,13.98,已售：0,结束：2023-06-30,,,优禄旗舰店,4.73,4.65,4.68,2023-04-18 20:29:28.839
"沃麦好太太语音声控油烟机家用厨房大吸力顶侧双吸抽油烟机燃气灶",1236.0,20.0%,247.2,已售：46,结束：2023-12-01,,,沃麦好太太厨卫电器,4.48,4.8,3.97,2023-04-18 20:29:28.930
"GP超霸5号7号碱性指纹锁电池血压计儿童玩具剃须刀智能锁高能鼠标",10.9,20.0%,2.18,已售：40,结束：2024-01-01,5,12,GP超霸电池,4.97,3.24,4.88,2023-04-18 20:29:29.012
"沃麦好太太家用燃气灶双灶可翻转式魔碟灶液化气灶天然气猛火炉具",796.0,20.0%,159.2,已售：284,结束：2023-12-01,4,10,沃麦好太太厨卫电器,4.48,4.8,3.97,2023-04-18 20:29:29.079
"Pisen/品胜笔记本散热器风扇降温静音铝合金支架折叠桌面支撑架",168.0,10.0%,16.8,已售：23,结束：2023-11-30,,,品胜官方旗舰店,4.44,3.74,4.21,2023-04-18 20:29:29.149
"机械键盘航插线数据线客制化diy弹簧螺旋拉伸RGB键线分离type-c口",9.9,10.0%,0.99,已售：44,结束：2026-11-30,2,3,银韧YINREN旗舰店,4.93,4.97,4.97,2023-04-18 20:29:29.221
"机支架ipad网课录视频拍照俯拍补光触屏多功能功能自拍直播懒人",38.9,30.0%,11.67,已售：136,结束：2023-12-31,7,27,飙歌达人宜艺集专卖店,4.68,4.95,4.75,2023-04-18 20:29:29.295
"HNY全民K歌神器无线蓝牙话筒音响usb充电麦克风唱歌闪灯声卡一体",99.99,30.0%,30.0,已售：2,结束：2023-12-31,,,胜德蓝牙音箱工厂店,4.44,4.22,4.46,2023-04-18 20:29:29.377
"植物大战僵尸经典版本 数十款电脑改版安装教程",11.18,80.0%,8.94,已售：1,结束：2023-12-01,,,手游大本营,4.73,4.76,4.5,2023-04-18 20:29:29.448
"魔声 M98K歌麦克风话筒大音量手机电脑通用",398.0,40.0%,159.2,已售：0,结束：2023-08-31,,,魔声畅想数码专营店,4.63,4.78,4.12,2023-04-18 20:29:29.521
"Xiaomi小米真无线降噪耳机 3 pro入耳式小米蓝牙耳机充电音乐运动",529.0,3.0%,15.87,已售：1,结束：2023-11-15,,,瑞米专营店,4.84,4.19,4.49,2023-04-18 20:29:29.604
"暗影王座战神套装免激活有线（机械静音键盘）安卓苹果键鼠压枪",589.0,10.0%,58.9,已售：38,结束：2024-11-30,1,4,游戏外设电竟秋天暗影,4.63,3.65,4.77,2023-04-18 20:29:29.682
"暗影电竞K50单手键盘机械静音键盘定制款（水蜜桃轴）王座通用",78.0,5.0%,3.9,已售：30,结束：2026-11-29,2,11,游戏外设电竟秋天暗影,4.63,3.65,4.77,2023-04-18 20:29:29.762
"浦记M762钢枪版战神版入耳式电竞游戏耳机和平精英脚步声增强吃鸡",88.1,20.0%,17.62,已售：76,结束：2023-11-30,7,,PLEXTONE浦记甄选优品个体店,4.19,4.41,4.76,2023-04-18 20:29:29.858
"日播小天鹅洗衣机洗烘套装滚筒热泵式烘干机机洗魔方除菌螨809+36",8999.0,5.0%,449.95,已售：6,结束：2023-12-31,,,小天鹅烘干机旗舰店,4.95,4.88,3.84,2023-04-18 20:29:29.944
"PZOZ平板手托ipad平板握把Air游戏手柄2022款硅胶辅助电竞手托",25.8,25.0%,6.45,已售：914,结束：2023-12-31,12,50,pzoz数码旗舰店,4.77,4.76,4.84,2023-04-18 20:29:30.033
"沃麦好太太家用燃气热水器强排数码零冷水恒温天然气液化气即热式",1696.0,20.0%,339.2,已售：13,结束：2023-12-01,,,沃麦好太太厨卫电器,4.48,4.8,3.97,2023-04-18 20:29:30.147
"沃麦好太太抽油烟机厨房顶侧双吸自动清洗大吸力脱排小型吸油烟机",998.0,20.0%,199.6,已售：2126,结束：2023-12-01,7,12,沃麦好太太厨卫电器,4.48,4.8,3.97,2023-04-18 20:29:30.237
"Mamen慢门摄影怪手车载旋转支架吸盘强劲手机通用折叠多功能懒人",69.0,20.0%,13.8,已售：170,结束：2023-12-01,,,慢门影音工厂店,4.79,4.08,4.6,2023-04-18 20:29:30.324
"沃麦好太太燃气灶猛火十三头直喷定时天然液化气台式嵌入式煤气炉",1096.0,20.0%,219.2,已售：20,结束：2023-12-01,1,,沃麦好太太厨卫电器,4.48,4.8,3.97,2023-04-18 20:29:30.421
"魔兽争霸3冰封王座  电脑版高清版  经典怀旧  PC游戏",29.9,50.0%,14.95,已售：3,结束：2023-06-30,,,星凡游戏,4.83,4.66,4.91,2023-04-18 20:29:30.513
